FFT Profile of Model Wake

q Corr Factor,  0.890

Atm Press [Pa],  99500.000

Atm Temp [C],  21.500

Density [kg/m^3],  1.177

Average Tunnel Velocity [m/s],  16.103

Streamwise location [mm],66.700

Lateral location [mm],36.000


Frequency [Hz], FFT Amplitude [Vrms]
0.000,  14.167
7.812,  10.057
15.625,  0.528
23.437,  0.525
31.250,  0.471
39.062,  0.507
46.875,  0.520
54.687,  0.508
62.500,  0.514
70.312,  0.452
78.125,  0.419
85.937,  0.438
93.750,  0.470
101.562,  0.472
109.375,  0.485
117.187,  0.478
125.000,  0.509
132.812,  0.537
140.625,  0.757
148.437,  1.798
156.250,  3.012
164.062,  2.192
171.875,  0.926
179.687,  0.590
187.500,  0.524
195.312,  0.518
203.125,  0.514
210.937,  0.511
218.750,  0.439
226.562,  0.423
234.375,  0.441
242.187,  0.394
250.000,  0.363
257.812,  0.406
265.625,  0.407
273.437,  0.394
281.250,  0.443
289.062,  0.392
296.875,  0.441
304.687,  0.447
312.500,  0.487
320.312,  0.458
328.125,  0.395
335.937,  0.366
343.750,  0.374
351.562,  0.325
359.375,  0.284
367.187,  0.300
375.000,  0.321
382.812,  0.308
390.625,  0.333
398.437,  0.331
406.250,  0.309
414.062,  0.292
421.875,  0.325
429.687,  0.327
437.500,  0.317
445.312,  0.333
453.125,  0.340
460.937,  0.332
468.750,  0.348
476.562,  0.329
484.375,  0.330
492.187,  0.345
500.000,  0.326
507.812,  0.271
515.625,  0.246
523.437,  0.261
531.250,  0.268
539.062,  0.267
546.875,  0.259
554.687,  0.237
562.500,  0.270
570.312,  0.280
578.125,  0.233
585.937,  0.241
593.750,  0.248
601.562,  0.240
609.375,  0.231
617.187,  0.261
625.000,  0.249
632.812,  0.255
640.625,  0.253
648.437,  0.232
656.250,  0.232
664.062,  0.217
671.875,  0.209
679.687,  0.198
687.500,  0.206
695.312,  0.197
703.125,  0.203
710.937,  0.201
718.750,  0.207
726.562,  0.201
734.375,  0.216
742.187,  0.213
750.000,  0.207
757.812,  0.209
765.625,  0.209
773.437,  0.205
781.250,  0.207
789.062,  0.173
796.875,  0.192
804.687,  0.211
812.500,  0.200
820.312,  0.190
828.125,  0.192
835.937,  0.183
843.750,  0.167
851.562,  0.156
859.375,  0.169
867.187,  0.164
875.000,  0.168
882.812,  0.176
890.625,  0.167
