FFT Profile of Model Wake

q Corr Factor,  0.890

Atm Press [Pa],  99500.000

Atm Temp [C],  21.500

Density [kg/m^3],  1.177

Average Tunnel Velocity [m/s],  10.135

Streamwise location [mm],66.700

Lateral location [mm],36.000


Frequency [Hz], FFT Amplitude [Vrms]
0.000,  9.105
7.812,  6.426
15.625,  0.348
23.437,  0.408
31.250,  0.408
39.062,  0.381
46.875,  0.370
54.687,  0.367
62.500,  0.390
70.312,  0.415
78.125,  0.402
85.937,  0.504
93.750,  1.435
101.562,  2.134
109.375,  1.148
117.187,  0.435
125.000,  0.352
132.812,  0.299
140.625,  0.292
148.437,  0.313
156.250,  0.318
164.062,  0.318
171.875,  0.320
179.687,  0.294
187.500,  0.279
195.312,  0.370
203.125,  0.376
210.937,  0.279
218.750,  0.245
226.562,  0.234
234.375,  0.248
242.187,  0.224
250.000,  0.225
257.812,  0.250
265.625,  0.240
273.437,  0.232
281.250,  0.253
289.062,  0.262
296.875,  0.298
304.687,  0.306
312.500,  0.267
320.312,  0.212
328.125,  0.215
335.937,  0.204
343.750,  0.204
351.562,  0.186
359.375,  0.169
367.187,  0.198
375.000,  0.207
382.812,  0.205
390.625,  0.189
398.437,  0.169
406.250,  0.177
414.062,  0.176
421.875,  0.185
429.687,  0.179
437.500,  0.160
445.312,  0.164
453.125,  0.156
460.937,  0.161
468.750,  0.166
476.562,  0.155
484.375,  0.160
492.187,  0.153
500.000,  0.153
507.812,  0.164
515.625,  0.149
523.437,  0.163
531.250,  0.140
539.062,  0.136
546.875,  0.133
554.687,  0.139
562.500,  0.152
570.312,  0.134
578.125,  0.133
585.937,  0.128
593.750,  0.122
601.562,  0.140
609.375,  0.131
617.187,  0.121
625.000,  0.122
632.812,  0.121
640.625,  0.118
648.437,  0.122
656.250,  0.124
664.062,  0.109
671.875,  0.108
679.687,  0.114
687.500,  0.115
695.312,  0.126
703.125,  0.113
710.937,  0.104
718.750,  0.103
726.562,  0.105
734.375,  0.100
742.187,  0.113
750.000,  0.118
757.812,  0.107
765.625,  0.100
773.437,  0.108
781.250,  0.114
789.062,  0.107
796.875,  0.110
804.687,  0.104
812.500,  0.093
820.312,  0.095
828.125,  0.090
835.937,  0.086
843.750,  0.098
851.562,  0.096
859.375,  0.095
867.187,  0.094
875.000,  0.084
882.812,  0.081
890.625,  0.105
