Velocity Profile of Model Wake


q Corr Factor,  0.890

Atm Press [Pa],  99500.000

Atm Temp [C],  21.500

Density [kg/m^3],  1.177

Average Tunnel Velocity [m/s],  10.135

Streamwise location [mm],66.700

Lateral location [mm],60.000


Time [sec], Velocity from Hotwire [m/s]
0.0000000000,  14.1017410972
0.0001250000,  15.0757526005
0.0002500000,  13.7102065004
0.0003750000,  13.5559034057
0.0005000000,  12.7011174897
0.0006250000,  10.8506368622
0.0007500000,  13.3876807772
0.0008750000,  13.4029086104
0.0010000000,  13.2210304753
0.0011250000,  14.2926372767
0.0012500000,  11.4750502807
0.0013750000,  8.1811499581
0.0015000000,  10.0905957598
0.0016250000,  11.1396812825
0.0017500000,  10.8636529914
0.0018750000,  8.8224324079
0.0020000000,  10.3897124780
0.0021250000,  10.5799624711
0.0022500000,  10.9027709633
0.0023750000,  11.1264201107
0.0025000000,  10.8376323175
0.0026250000,  8.4485819230
0.0027500000,  10.2518148163
0.0028750000,  8.8896382395
0.0030000000,  8.1600245165
0.0031250000,  6.5302955117
0.0032500000,  5.8880087514
0.0033750000,  7.3370933649
0.0035000000,  6.7303578735
0.0036250000,  6.4585986880
0.0037500000,  5.2676350927
0.0038750000,  4.9488206102
0.0040000000,  4.3708780030
0.0041250000,  3.7388522151
0.0042500000,  4.5442104579
0.0043750000,  4.6932558918
0.0045000000,  4.2824777131
0.0046250000,  4.1025938948
0.0047500000,  4.3367388198
0.0048750000,  5.2289727178
0.0050000000,  5.7634114463
0.0051250000,  6.0059746565
0.0052500000,  6.0655698915
0.0053750000,  5.9890226566
0.0055000000,  6.2033353133
0.0056250000,  5.8296335784
0.0057500000,  5.0913814616
0.0058750000,  4.0177450389
0.0060000000,  3.1783706249
0.0061250000,  2.8047427565
0.0062500000,  2.9908900011
0.0063750000,  4.0698254714
0.0065000000,  4.8162581270
0.0066250000,  5.3455423706
0.0067500000,  5.7634114463
0.0068750000,  6.0998087865
0.0070000000,  6.4407615258
0.0071250000,  6.7395533426
0.0072500000,  7.0670500832
0.0073750000,  7.4353023906
0.0075000000,  7.7254492354
0.0076250000,  8.0445408060
0.0077500000,  8.3623228517
0.0078750000,  8.6670631223
0.0080000000,  8.9798275296
0.0081250000,  9.2428556817
0.0082500000,  9.5233026827
0.0083750000,  9.7978906812
0.0085000000,  10.0782724222
